Units,Simplified,Name,Header,Confidence,Path,File
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S17_Potschke_2004.xml
hz,hz,Frequency,Frequency (Hz),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
s/cm,s/cm,Real part of Conductivity,Real part of Conductivity (S/cm),1,PROPERTIES/Electrical/ElectricConductivity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S18_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S19_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S1_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S20_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S21_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S22_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S23_Potschke_2004.xml
(dimensionless),(dimensionless),frequency,frequency (rad per sec),0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa,pa,shear storage modulus,shear storage modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa,pa,Shear Loss Modulus,Shear Loss Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
(dimensionless),(dimensionless),Tangent Delta,Tangent Delta,0,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalLossTangent/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa,pa,Shear Storage Modulus,Shear Storage Modulus (Pa),1,PROPERTIES/Rheological/RheologicalComplexModulus/RheologicalStorageModulus/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
rad/sec,rad/sec,Frequency,Frequency (rad / sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
pa-sec,pa*s,Complex Viscosity,Complex Viscosity (Pa-sec),1,PROPERTIES/Rheological/RheologicalViscosity/MeltViscosity/data,/Users/jafac/xmlALL\xmlFULL\L256_S24_Potschke_2004.xml
