file,xPath,occurrence,xRaw_header,xName,stdXName,xUnit,stdXUnit,xUnitType,yRaw_header,yName,stdYName,yUnit,stdYUnit,yUnitType
L133_S1_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,102,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric constant epsilon',Dielectric constant epsilon',Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L133_S1_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,12,Frequency (Hz),Frequency,,Hz,,,Tan delta,Tan delta,,dimensionless,,
L133_S1_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,1,Temperature (C),Temperature,Temperature,C,,Temperature,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L133_S1_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,6,Temperature (C),Temperature,,C,,,Tan delta,Tan delta,,dimensionless,,
L133_S1_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,95,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,"Imaginary Dielectric constant epsilon""","Imaginary Dielectric constant epsilon""",Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L133_S1_Huang_2014.xml,PROPERTIES/Electrical/ElectricConductivity/data,6,T (K),T,Temperature,K,,Temperature,sigma (S/cm),Sigma,,S/cm,,
L133_S2_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,5,Temperature (C),Temperature,Temperature,C,,Temperature,Dielectric constant epsilon',Dielectric constant epsilon',Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L133_S4_Huang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,1,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Imaginary Dielectric constant,"Imaginary Dielectric constant epsilon""",Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L134_S11_Tomer_2010.xml,PROPERTIES/Electrical/ElectricConductivity/data,9,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,AC conductivity (S/cm),AC conductivity,Conductivity,S/cm,,Conductivity
L135_S1_Vasudevan_2015.xml,PROPERTIES/Electrical/DC_DielectricConstant/data,3,Log f,Log f,,dimensionless,,,Real part of dielectric constant,Real part of dielectric constant,,dimensionless,,
L135_S1_Vasudevan_2015.xml,PROPERTIES/Electrical/DC_DielectricConstant/data,3,Log f,Log f,,dimensionless,,,Imaginary part of dielectric constant,Imaginary part of dielectric constant,,dimensionless,,
L135_S1_Vasudevan_2015.xml,PROPERTIES/Electrical/ElectricConductivity/data,3,Log f,Log f,Frequency,dimensionless,,Frequency,Conductivity (S/cm),Conductivity,Conductivity,S/cm,,Conductivity
L136_S1_Vescovo_2010.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,12,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Permittivity,Permittivity,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L136_S1_Vescovo_2010.xml,PROPERTIES/Electrical/ElectricConductivity/data,6,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,AC conductivity,AC conductivity,Conductivity,dimensionless,,Conductivity
L136_S2_Vescovo_2010.xml,CHARACTERIZATION/Dielectric_and_Impedance_Spectroscopy_Analysis/data,3,Wavelength (nm),Wavelength,Wavelength,nm,,Wavelength,Absorbance,Absorbance,Absorbance,dimensionless,,Absorbance
L136_S2_Vescovo_2010.xml,CHARACTERIZATION/Dielectric_and_Impedance_Spectroscopy_Analysis/data/data,3,Wavelength (nm),Wavelength,Wavelength,nm,,Wavelength,Absorbance,Absorbance,Absorbance,dimensionless,,Absorbance
L137_S10_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,32,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L137_S10_Yang_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,21,Frequency (Hz),Frequency,,Hz,,,Loss tangent,Loss tangent,,dimensionless,,
L138_S1_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,5,frequency,frequency,Frequency,dimensionless,,Frequency,dielectric constant,dielectric constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L138_S1_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,5,frequency,frequency,Frequency,dimensionless,,Frequency,dielectric loss,dielectric loss,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L138_S4_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,1,frequency,frequency,Frequency,dimensionless,,Frequency,Dielectric constant,Dielectric constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L138_S4_Zikry_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,1,frequency,frequency,Frequency,dimensionless,,Frequency,dielectric tangent,dielectric tangent,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L140_S10_Gao_2012.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,47,Strain (%),Strain,,%,,,Stress (MPa),Stress,,MPa,,
L140_S11_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,10,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,Storage modulus (GPa),Storage modulus,Storage Modulus,GPa,,Storage Modulus
L140_S11_Gao_2012.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,4,Temperature (Celsius),Temperature,Temperature,Celsius,,Temperature,Loss modulus (GPa),Loss modulus,Loss Modulus,GPa,,Loss Modulus
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,29,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric Permittivity,Dielectric Permittivity,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,8,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric Loss,Dielectric Loss,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L142_S1_Gao_2014.xml,PROPERTIES/Electrical/CurrentDensity/data,3,U (V),U,,V,,,Current Density (A cm^(-2)),Current density,Current Density,A cm^(-2,,Current Density
L142_S2_Gao_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,2,Frequency (Hz),Frequency,,Hz,,,Dielectric Loss Tangent,Dielectric Loss Tangent,,dimensionless,,
L143_S1_Hui_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,6,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Permittivity,Permittivity,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L143_S3_Hui_2013.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,1,150.838483548,150.838483548,,dimensionless,,,4.74575844644,4.74575844644,,dimensionless,,
L143_S5_Hui_2013.xml,PROPERTIES/Volumetric/WaterAbsorption/data,1,19.6455197272,19.6455197272,,dimensionless,,,0.0110971337711,0.0110971337711,,dimensionless,,
L143_S6_Hui_2013.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,1,72.3563662375,72.3563662375,,dimensionless,,,3.17821193254,3.17821193254,,dimensionless,,
L143_S6_Hui_2013.xml,PROPERTIES/Volumetric/WaterAbsorption/data,1,287.8112756,287.8112756,,dimensionless,,,0.105896797,0.105896797,,dimensionless,,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,2,Log (frequency (Hz)),Log,,frequency (Hz,,,Storage Modulus (Pa),Storage modulus,,Pa,,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,1,Volume % Silica,Volume % Silica,,dimensionless,,,Reduced Modulus (GPa),Reduced modulus,,GPa,,
L144_S1_Rungta_2012.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,1,Volume % Silica,Volume % Silica,,dimensionless,,,Reduced Modulus (Gpa),Reduced modulus,,Gpa,,
L148_S1_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,5,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Real component of permittivity,Real component of permittivity,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L148_S1_Virtanen_2014.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,5,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Loss component,Loss component,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L149_S12_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,6,Frequency (Hz),Frequency,,Hz,,,Dissipation factor,Dissipation factor,,,,
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,1,Frequency (Hz),Frequency,,Hz,,,Loss factor,Loss factor,,dimensionless,,
L149_S1_Wang_2012.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,6,Breakdown voltage (kV/mm),Breakdown voltage,,kV/mm,,,Probability of failure (%),Probability of failure,,percent,,
L149_S3_Wang_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,4,Frequency (Hz),Frequency,,Hz,,,Loss factor,Loss factor,,,,
L150_S1_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data,6,q(A^(-1)),Q,,A^(-1,,,Intensity (cm^(-1)),Intensity,Intensity,cm^(-1,,Intensity
L150_S1_Akcora_2009.xml,CHARACTERIZATION/XRay_Diffraction_and_Scattering/data/data,6,q(A^(-1)),Q,,A^(-1,,,Intensity (cm^(-1)),Intensity,Intensity,cm^(-1,,Intensity
L150_S7_Akcora_2009.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,5,Strain,Strain,,dimensionless,,,Shear stress (Pa),Shear stress,,Pa,,
L151_S10_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,10,time (s),time,Time,s,,Time,shear stress (Pa),shear stress,Shear Stress,Pa,,Shear Stress
L151_S10_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,8,ang. frequency (rad/s),ang. frequency,Angular Frequency,rad/s,,Angular Frequency,storage modulus (Pa),storage modulus,Storage Modulus,Pa,,Storage Modulus
L151_S10_Akcora_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,8,ang. frequency (rad/s),ang. frequency,Angular Frequency,rad/s,,Angular Frequency,loss modulus (Pa),loss modulus,Loss Modulus,Pa,,Loss Modulus
L152_S1_Chen_2011.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,15,Strain (mm/mm),Strain,,mm/mm,,,Stress (MPa),Stress,,MPa,,
L152_S2_Chen_2011.xml,PROPERTIES/Mechanical/Tensile/TensileModulus/data,2,Relative density (density of foam/ density of solid),Relative density,Density,density of foam/ density of solid,,Density,Young's Modulus,Young's Modulus,Young's Modulus,dimensionless,,Young's Modulus
L152_S2_Chen_2011.xml,PROPERTIES/Mechanical/Compression/CompressionModulus/data,2,Relative Density (density of foam/density of solid),Relative density,,density of foam/density of solid,,,Collapse Strength (MPa),Collapse strength,,MPa,,
L153_S10_Duncan_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,7,WAT (Hz),Wat,,Hz,,,storage modulus,storage modulus,Storage Modulus,dimensionless,,Storage Modulus
L153_S10_Duncan_2010.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,7,normalized frequency,normalized frequency,Normalized Frequency,dimensionless,,Normalized Frequency,loss modulus,loss modulus,Loss Modulus,dimensionless,,Loss Modulus
L154_S1_Eitan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,1,Temperature (C),Temperature,Temperature,C,,Temperature,Storage modulus  (Pa),Storage modulus,Storage Modulus,Pa,,Storage Modulus
L154_S1_Eitan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature (C),Temperature,Temperature,C,,Temperature,loss modulus (Pa),Loss modulus,Loss Modulus,Pa,,Loss Modulus
L154_S1_Eitan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature (celsius),Temperature,Temperature,celsius,,Temperature,Loss tangent,Loss tangent,Tan Delta,dimensionless,,Tan Delta
L154_S1_Eitan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,3,Temperature (C),Temperature,Temperature,C,,Temperature,"E""/E""max","E""",Loss Modulus,"E""max",,Loss Modulus
L154_S1_Eitan_2005.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,3,Strain,Strain,,dimensionless,,,Stress (Mpa),Stress,,Mpa,,
L154_S2_Eitan_2005.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,4,Temperature (C),Temperature,Temperature,C,,Temperature,storage modulus (Pa),Storage modulus,Storage Modulus,Pa,,Storage Modulus
L155_S1_Roy_2005.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,3,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Real Part of Dielectric Permittivity,Real Part of Dielectric Permittivity,Dielectric Real Permittivity,,,Dielectric Real Permittivity
L155_S1_Roy_2005.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,3,Frequency (Hz),Frequency,,Hz,,,tan delta,Loss tangent,,,,
L155_S1_Roy_2005.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,3,Breakdown Strength (kV/mm),Breakdown Strength,,kV/mm,,,Probability of Failure (%),Probability of Failure,,%,,
L155_S1_Roy_2005.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullParameter/data,3,Breakdown Strength (kV/mm),Breakdown Strength,Breakdown Strength,kV/mm,,Breakdown Strength,Weibull Parameter,Weibull Parameter,Weibull Parameter,,,Weibull Parameter
L155_S2_Roy_2005.xml,CHARACTERIZATION/Fourier_Transform_Infrared_Spectroscopy/data,3,Wavenumber (cm-1),Wavenumber,,cm-1,,,Absorbance (a.u.),Absorbance,Absorbance,a.u.,,Absorbance
L155_S2_Roy_2005.xml,CHARACTERIZATION/Fourier_Transform_Infrared_Spectroscopy/data/data,3,Wavenumber (cm-1),Wavenumber,,1/cm,,,Absorbance (a.u.),Absorbance,Absorbance,a.u.,,Absorbance
L155_S2_Roy_2005.xml,CHARACTERIZATION/XRay_Photoelectron_Spectroscopy/data,1,Binding Energy (eV),Binding energy,,eV,,,Intensity (C.P.S),Intensity,,C.P.S,,
L155_S2_Roy_2005.xml,CHARACTERIZATION/XRay_Photoelectron_Spectroscopy/data/data,1,Binding Energy (eV),Binding Energy,Energy,eV,,Energy,Intensity (C.P.S),Intensity,,C.P.S,,
L155_S3_Roy_2005.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,5,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Imaginary Part of Dielectric Permittivity,Imaginary Part of Dielectric Permittivity,Dielectric Loss Permittivity,,,Dielectric Loss Permittivity
L155_S4_Roy_2005.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/Profile/data,1,Breakdown Strength (kV/mm),Breakdown strength,,kV/mm,,,Probability of Failure (%),Probability of failure,,%,,
L156_S1_Roy_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,6,Frequency (Hz),Frequency,,Hz,,,tan delta,tan delta,,dimensionless,,
L156_S1_Roy_2007.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,5,Breakdown Strength (kV/mm),Breakdown strength,,kV/mm,,,Probability of Failure,Probability of Failure,,dimensionless,,
L156_S6_Roy_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,1,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric Permittivity,Dielectric Permittivity,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L156_S6_Roy_2007.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/Profile/data,1,Breakdown Strength (kV/mm),Breakdown strength,,kV/mm,,,Probability of Failure,Probability of Failure,Probability of Failure,dimensionless,,Probability of Failure
L158_S1_Dang_2002.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,2,frequency (Hz),Frequency,Frequency,Hz,,Frequency,AC dielectric Constant,AC dielectric Constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L158_S1_Dang_2002.xml,PROPERTIES/Electrical/ElectricConductivity/data,5,frequency (Hz),Frequency,Frequency,Hz,,Frequency,conductivity (S/m),Conductivity,Conductivity,S/m,,Conductivity
L158_S3_Dang_2002.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,4,frequency (Hz),Frequency,Frequency,Hz,,Frequency,AC Dielectric Constant,AC Dielectric Constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L160_S1_Wang_2005.xml,PROPERTIES/Electrical/ElectricConductivity/data,9,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Conductivity (S m^-1),Conductivity,Conductivity,S m^-1,,Conductivity
L160_S8_Wang_2005.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,1,Volume Fraction of MWNT,Volume Fraction of MWNT,,dimensionless,,,Dielectric constant,Dielectric constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L160_S8_Wang_2005.xml,PROPERTIES/Electrical/ElectricConductivity/data,1,Volume fraction of MWNTs,Volume fraction of MWNTs,,dimensionless,,,Conductivity (S/m),Conductivity,Conductivity,S/m,,Conductivity
L161_S1_Reynaud_2001.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,6,Engineering strain,Engineering strain,,dimensionless,,,Engineering stress (MPa),Engineering stress,,MPa,,
L161_S1_Reynaud_2001.xml,PROPERTIES/Mechanical/Shear/LoadingProfile,5,Shear rate (s^(-1)),Shear rate,,s^(-1,,,Viscosity (Pa.s),Viscosity,,Pa.s,,
L161_S2_Reynaud_2001.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,3,True Strain,True Strain,,dimensionless,,,True Stress (MPa),True stress,,MPa,,
L161_S2_Reynaud_2001.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,3,Temperature (K),Temperature,,K,,,Loss Factor,Loss Factor,,dimensionless,,
L161_S6_Reynaud_2001.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,1,Filler content (wt %),Filler content,,wt %,,,sigma(yc)/sigma(yp),Sigma,,yc)/sigma(yp,,
L161_S6_Reynaud_2001.xml,PROPERTIES/Mechanical/Tensile/LoadingProfile,3,Filler Content (wt %),Filler content,,wt %,,,Modulus (GPa),Modulus,,GPa,,
L161_S7_Reynaud_2001.xml,PROPERTIES/Mechanical/Compression/LoadingProfile,2,Filler content (wt %),Filler content,,wt %,,,sigma(yc)/sigma(yp),Sigma,,yc)/sigma(yp,,
L162_S10_Dalmas_2007.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,13,T/T_alpha,T,,T_alpha,,,Shear storage modulus G (GPa),Shear storage modulus g,,GPa,,
L162_S14_Dalmas_2007.xml,PROPERTIES/Electrical/ElectricConductivity/data,2,frequency (Hz),Frequency,Frequency,Hz,,Frequency,conductivity (s/m),Conductivity,Conductivity,s/m,,Conductivity
L163_S1_Yang_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,20,frequency (Hz),Frequency,Frequency,Hz,,Frequency,dielectric constant,dielectric constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L163_S1_Yang_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,6,Frequency (Hz),Frequency,,Hz,,,loss tangent,loss tangent,,dimensionless,,
L163_S1_Yang_2007.xml,PROPERTIES/Volumetric/WeightLoss/data,2,Temperature (C),Temperature,Temperature,C,,Temperature,Weight (%),Weight,,%,,
L163_S2_Yang_2007.xml,PROPERTIES/Viscoelastic/DynamicProperties/DynamicPropertyProfile/data,5,Temperature (C),Temperature,Temperature,C,,Temperature,loss tangent,loss tangent,Tan Delta,dimensionless,,Tan Delta
L163_S6_Yang_2007.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,1,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,dielectric constant,dielectric constant,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L164_S1_Li_2009.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,2,Temperature (C),Temperature,Temperature,Celsius,,Temperature,Dielectric Permittivity,Dielectric Permittivity,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L164_S1_Li_2009.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,2,Temperature (C),Temperature,,Celsius,,,Dielectric Loss,Dielectric Loss,,dimensionless,,
L164_S1_Li_2009.xml,PROPERTIES/Electrical/EnergyDensity/data,6,electric field (MV/m),Electric Field,Electric Field,MV/m,,Electric Field,energy density (J/cm^3),Energy Density,Energy Density,J/cm^3,,Energy Density
L166_S1_Min_2013.xml,PROPERTIES/Electrical/ElectricConductivity/data,7,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,AC Conductivity (S/cm),AC conductivity,Conductivity,S/cm,,Conductivity
L167_S1_Fan_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,6,Frequency (Hz),Frequency,,Hz,,,Tan (Delta),Tan,,Delta,,
L167_S4_Fan_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,3,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Dielectric permittivity,Dielectric permittivity,Dielectric Real Permittivity,dimensionless,,Dielectric Real Permittivity
L168_S1_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,6,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,"Dielectric constant, Dk",Dielectric constant,Dielectric Real Permittivity,Dk,,Dielectric Real Permittivity
L168_S1_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,5,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Imaginary electric modulus,Imaginary electric modulus,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L168_S1_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,1,"Temperature, C",Temperature,Temperature,C,,Temperature,Dielectric constant (Dk),Dielectric constant,Dielectric Real Permittivity,Dk,,Dielectric Real Permittivity
L168_S1_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,6,"Temperature, C",Temperature,,C,,,Loss tangent,Loss tangent,,dimensionless,,
L168_S1_Luo_2013.xml,PROPERTIES/Electrical/ElectricConductivity/data,14,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Conductivity (S/m),Conductivity,Conductivity,S/m,,Conductivity
L168_S2_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,1,"Temperature, C",Temperature,Temperature,C,,Temperature,"Dielectric constant, Dk",Dielectric constant,Dielectric Real Permittivity,Dk,,Dielectric Real Permittivity
L168_S3_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,4,"Temperature, C",Temperature,Temperature,C,,Temperature,"Dielectric Constant, Dk",Dielectric constant,Dielectric Real Permittivity,Dk,,Dielectric Real Permittivity
L168_S5_Luo_2013.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,1,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,Imaginary Electric modulus,Imaginary Electric modulus,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L169_S1_Song_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Permittivity/data,4,Frequency (Hz),Frequency,Frequency,Hz,,Frequency,dielectric permittivity,dielectric permittivity,Dielectric Loss Permittivity,dimensionless,,Dielectric Loss Permittivity
L169_S1_Song_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,1,Frequency (Hz),Frequency,,Hz,,,"dielectric loss, tangent",Dielectric loss,,tangent,,
L169_S2_Song_2012.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,3,Frequency (Hz),Frequency,,Hz,,,dielectric loss tangent,dielectric loss tangent,,dimensionless,,
L172_S13_Huo_2015.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Real_Permittivity/data,5,Frequency (Hz),Frequency,Frequency,Hertz,,Frequency,Dielectric Constant,Dielectric Constant,Dielectric Real Permittivity,,,Dielectric Real Permittivity
L172_S13_Huo_2015.xml,PROPERTIES/Electrical/AC_DielectricDispersion/Dielectric_Loss_Tangent/data,5,Frequency (Hz),Frequency,,Hertz,,,Dielectric loss,Dielectric Loss,,,,
L172_S13_Huo_2015.xml,PROPERTIES/Electrical/ElectricConductivity/data,5,Frequency (Hz),Frequency,Frequency,Hertz,,Frequency,Conductivity (s/m),Conductivity,Conductivity,s/m,,Conductivity
L172_S13_Huo_2015.xml,PROPERTIES/Electrical/ElectricPercolationThreshold/data,6,log(fc-f),log(fc-f),,,,,log sig,log sigma,,log (s/m),,
L172_S14_Huo_2015.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,3,Breakdown Strength (MV/m),Breakdown Strength,,MV/m,,,Probability of Failure,Probability of Failure,,,,
L172_S14_Huo_2015.xml,PROPERTIES/Electrical/EnergyDensity/data,3,Electric Field (MV/m),Electric Field,Electric Field,MV/m,,Electric Field,Energy Density (J/cm3),Energy Density,Energy Density,J/cm^3,,Energy Density
L173_S1_Wang_2015.xml,PROPERTIES/Electrical/DielectricBreakdownStrength/WeibullPlot/data,9,Electric field (MV/m),Electric field,,MV/m,,,log(-ln(1-P)),log(-ln(1-P)),,,,
L173_S1_Wang_2015.xml,PROPERTIES/Electrical/EnergyDensity/data,9,Electric field (MV/m),Electric field,Electric Field,MV/m,,Electric Field,Discharged energy density (J/cm3),Discharged energy density,Energy Density,J/cm3,,Energy Density
L173_S5_Wang_2015.xml,PROPERTIES/Electrical/CurrentDensity/data,2,Electric field (MV/m),Electric field,Electric Field,MV/m,,Electric Field,Current density (A/cm2),Current density,Current Density,A/cm^2,,Current Density
